,Hotel_Name,Review,Review_Consensus
3102,Apex Temple Court Hotel, Quiet convenient location Comfort and cleanliness and for London good value for money Lovely breakfast room and cosy bar area Pleasant staff ,positive
3103,Apex Temple Court Hotel, The duck ,positive
3104,Apex Temple Court Hotel, Very pleasant staff hotel in good location with all the facilities we required,positive
3105,Apex Temple Court Hotel, None,negative
3106,Apex Temple Court Hotel, The hotel room was modern location was fantastic and the club lounge facility was well equipped for work and drinks ,positive
3107,Apex Temple Court Hotel, Wonderful hotel great food perfect room it was a perfect vacation,positive
3108,Apex Temple Court Hotel, Everything was good ,positive
3109,Apex Temple Court Hotel, Nothing,negative
3110,Apex Temple Court Hotel, Very friendly helpful staff Lovely room and everything was clean ,positive
3111,Apex Temple Court Hotel, Great location close to west end St Paul s and the Thames Very comfortable room and helpful staff ,positive
3112,Apex Temple Court Hotel, Very friendly staff excellent accommadation,positive
3113,Apex Temple Court Hotel, Parking car is difficult,negative
3114,Apex Temple Court Hotel, I think the price is to much although it is not more expensive then other hotels in the city,negative
3115,Apex Temple Court Hotel, Great location Comfortable room ,positive
3116,Apex Temple Court Hotel, Breakfast was great Room was clean and spacious Staff very friendly and at hand to help Good location 10 mins walk from nearest tube,positive
3117,Apex Temple Court Hotel, Quality of room Free room upgrade Quiet location ,positive
3118,Apex Temple Court Hotel, Wifi slow at times,negative
3119,Apex Temple Court Hotel, Location and staff excellent and very quiet,positive
3120,Apex Temple Court Hotel, Rooms very hot and seems staff change the temp,negative
3121,Apex Temple Court Hotel, Great location great front of house staff,positive
3122,Apex Temple Court Hotel, Owners getting preferential treatment in the clubhouse What s good for the goose ,negative
3123,Apex Temple Court Hotel, Great location ,positive
3124,Apex Temple Court Hotel, Very comfortable rooms,positive
3125,Apex Temple Court Hotel, Very expensive breakfast for what it was,negative
3126,Apex Temple Court Hotel, Friendly staff good location great room,positive
3127,Apex Temple Court Hotel, Great location well running facilities and helpful staff ,positive
3128,Apex Temple Court Hotel, The bed was awesome ,positive
3129,Apex Temple Court Hotel, Staff extremely courteous and helpful Very comfortable room Close to theatre district and Covent Garden Great breakfast ,positive
3130,Apex Temple Court Hotel, Cannot fault this hotel or its staff in anyway they are all very courteous polite so very helpful It was a pleasure staying at the hotel ,positive
3131,Apex Temple Court Hotel, We have stayed at other Apex hotels so we knew we would like this one ,positive
3132,Apex Temple Court Hotel, Nothing to dislike,negative
3133,Apex Temple Court Hotel, The whole hotel was absolutely wonderful wish I stayed longer Amazing The rooms were beautiful just like the whole hotel ,positive
3134,Apex Temple Court Hotel, Very friendly clean and comfortable bed,positive
3135,Apex Temple Court Hotel, Really comfortable,positive
3136,Apex Temple Court Hotel, Tranquility and good service,positive
3137,Apex Temple Court Hotel, One sloppy breakfast staff member,negative
3138,Apex Temple Court Hotel, Helpful staff comfortable rooms,positive
3139,Apex Temple Court Hotel, Too many pillows ,negative
3140,Apex Temple Court Hotel, Stayed here twice Nice ambience central but quiet ,positive
3141,Apex Temple Court Hotel, High quality hotel with superb decor and service ,positive
3142,Apex Temple Court Hotel, The breakfast was amazing and the staff could not do enough only a 15 minute walk from Covent Garden,positive
3143,Apex Temple Court Hotel, Clean hotel friendly staff and good location ,positive
3144,Apex Temple Court Hotel, Rooms and location were great good quality hotel ,positive
3145,Apex Temple Court Hotel, Lack of swimming pool ,negative
3146,Apex Temple Court Hotel, Perfect location 5 mins from underground 10 mins walk from St Paul s Really clean hotel staff were friendly So quiet at night ,positive
3147,Apex Temple Court Hotel, Very spacious room clean and really good walk in shower,positive
3148,Apex Temple Court Hotel, The pillows were to soft duvet to warm heavy,negative
3149,Apex Temple Court Hotel, The staff were terrific and the location and cleanliness of the hotel first class ,positive
3150,Apex Temple Court Hotel, Staff excellent room spotless club lounge excellent very relaxing leisure weekend,positive
3151,Apex Temple Court Hotel, I was taken seriously ill during my stay The staff could not have been more helpful and considerate far beyond what I would have expected ,positive
3152,Apex Temple Court Hotel, Location was great 10 min walk from underground 20 min walk from Leicester Square Comfortable room nice staff well priced,positive
3153,Apex Temple Court Hotel, Nothing,negative
3154,Apex Temple Court Hotel, Space and quality of bed,positive
3155,Apex Temple Court Hotel, The location and cleanliness,positive
3156,Apex Temple Court Hotel, No communal bar area,negative
3157,Apex Temple Court Hotel, Spotlessly Clean hotel with friendly staff and an excellent location,positive
3158,Apex Temple Court Hotel, Comfortable clean and quiet,positive
3159,Apex Temple Court Hotel, Difficult to regulate room temperature hot and stuffy but when thermostat turned down cold air blowing through vents ,negative
3160,Apex Temple Court Hotel, Great room spotlessly clean brilliant location very pleasant and helpful staff ,positive
3161,Apex Temple Court Hotel, nothing,negative
3162,Apex Temple Court Hotel, location of hotel lovely rooms guest lounge a great bonus,positive
3163,Apex Temple Court Hotel, Though we had a trouble about our room their correspondence was very fast Room was stylish and clean Amenities was good Breakfast was great ,positive
3164,Apex Temple Court Hotel, Staff were so helpful and attentive Room had every comfort top quality linens toiletries etc Food was also excellent and very reasonable,positive
3165,Apex Temple Court Hotel, Nothing,negative
3166,Apex Temple Court Hotel, Very modern and comfortable hotel all the amenities you could wish for and very friendly and helpful staff ,positive
3167,Apex Temple Court Hotel, Really couldn t fault it ,negative
3168,Apex Temple Court Hotel, Good location in centre of London but very quiet ,positive
3169,Apex Temple Court Hotel, Very small room and very expensive for a fairly average room ,negative
3170,Apex Temple Court Hotel, Modern hotel with excellent facilities Bathroom was fab ,positive
3171,Apex Temple Court Hotel, No Parking,negative
3172,Apex Temple Court Hotel, The location so central but hidden away so Nice quiet We had actively corner room with a very comfy bed ,positive
3173,Apex Temple Court Hotel, Nothing,negative
3174,Apex Temple Court Hotel, It was clean and comfortable and exactly where we needed to be but it was very expensive ,positive
3175,Apex Temple Court Hotel, Everything It was smooth every step of the way ,positive
3176,Apex Temple Court Hotel, Absolutely nothing bad to say about this hotel ,negative
3177,Apex Temple Court Hotel, Staff were very friendly and helpful Room was clean comfortable and spacious,positive
3178,Apex Temple Court Hotel, High spec fitments and furnishings very clean helpful staff ,positive
3179,Apex Temple Court Hotel, location good rooms,positive
3180,Apex Temple Court Hotel, inhouse restaurant isnt that great,negative
3181,Apex Temple Court Hotel, Excellent location and very clean and tidy ,positive
3182,Apex Temple Court Hotel, Staff are very helpful and efficient Rooms are spacious with comfortable beds fabulous shower Tea and coffee making facilities ,positive
3183,Apex Temple Court Hotel, Nothing,negative
3184,Apex Temple Court Hotel, Great location friendly staff good selection at breakfast Perfect,positive
3185,Apex Temple Court Hotel, Nothing ,negative
3186,Apex Temple Court Hotel, Very clean comfortable,positive
3187,Apex Temple Court Hotel, Wrong end of the Strand,negative
3188,Apex Temple Court Hotel, Amazing location Incredible staff ,positive
3189,Apex Temple Court Hotel, Great atmosphere helpful staff the Temple area ,positive
3190,Apex Temple Court Hotel, The neighbours looked directly into our bedroom when standing on their balcony ,negative
3191,Apex Temple Court Hotel, A treat for us great location room and public areas lovely We would definitely stay here again ,positive
3192,Apex Temple Court Hotel, all the staff were polite and attentative the hotel was spotlessly clean no traffic noise at night and in a good location ,positive
3193,Apex Temple Court Hotel, Room upgrade was great and hotel was very clean and modern,positive
3194,Apex Temple Court Hotel, Drinks were rather expensive,negative
3195,Apex Temple Court Hotel, Great location lovely room very polite and helpful staff,positive
3196,Apex Temple Court Hotel, Liked it all ,negative
3197,Apex Temple Court Hotel, The helpfulness of staff ,positive
3198,Apex Temple Court Hotel, Lovely hotel Great staff We have stayed here several times before I would not hesitate to recommend this hotel to anyone,positive
3199,Apex Temple Court Hotel, None,negative
3200,Apex Temple Court Hotel, Really well designed and furnished bedrooms Very helpful staff who took every opportunity to assist,positive
3201,Apex Temple Court Hotel, Being able to have breakfast in our room wearing a bathrobe and watching TV Room layout very good,positive
3202,Apex Temple Court Hotel, Access to the club room for free drinks and snacks,positive
3203,Apex Temple Court Hotel, Central location,positive
3204,Apex Temple Court Hotel, Second time we have stayed Lovely hotel ,positive
3205,Apex Temple Court Hotel, there should be some snacks available in the clublounge,negative
3206,Apex Temple Court Hotel, Everything will be back ,positive
3207,Apex Temple Court Hotel, location,positive
3208,Apex Temple Court Hotel, reception on arriving was slow and seemed disorganised ,negative
3209,Apex Temple Court Hotel, Excellent location Modern clean hotel with friendly staff Worlds comfiest bed ,positive
3210,Apex Temple Court Hotel, Corporate feel gave cold atmosphere ,negative
3211,Apex Temple Court Hotel, Very comfortable room with excellent facilities The staff were very friendly helpful and welcoming ,positive
3212,Apex Temple Court Hotel, Best nights sleep in a hotel ever ,positive
3213,Apex Temple Court Hotel, Friendly professional staff Very comfortable room great location ,positive
3214,Apex Temple Court Hotel, Window wouldn t open ,negative
3215,Apex Temple Court Hotel, Bed and bed linen very comfortable Fixtures and fittings of a high standard Room spacious and bathroom luxurious ,positive
3216,Apex Temple Court Hotel, Perfect location perfect weekend away,positive
3217,Apex Temple Court Hotel, None,negative
3218,Apex Temple Court Hotel, Fantastic service and brilliant location,positive
3219,Apex Temple Court Hotel, Beautifully designed hideaway in a great location,positive
3220,Apex Temple Court Hotel, The executive lounge the rooms and the whole hotel,positive
3221,Apex Temple Court Hotel, Me and my husband stayed for my birthday we have stayed in many top hotels but this place out ways them all just beautiful ,positive
3222,Apex Temple Court Hotel, Every member of staff gave 100 ,positive
3223,Apex Temple Court Hotel, new and stylish Quiet,positive
3224,Apex Temple Court Hotel, Comfiest bed ,positive
3225,Apex Temple Court Hotel, Clean and comfortable hotel with friendly and helpful staff ,positive
3226,Apex Temple Court Hotel, Room service food average ,negative
3227,Apex Temple Court Hotel, Lovely bathroom comfortable bed quiet room,positive
3228,Apex Temple Court Hotel, Huge pillows no pillow menu,negative
3229,Apex Temple Court Hotel, Nice hotel good value for price ,positive
3230,Apex Temple Court Hotel, We got upgraded no more cost room Was amazing,positive
3231,Apex Temple Court Hotel, Lovely room no noise from adjoining rooms large modern bathroom with excellent shower ,positive
3232,Apex Temple Court Hotel, Nothing Will return ,negative
3233,Apex Temple Court Hotel, very clean and great location,positive
3234,Apex Temple Court Hotel, Staff were very helpful and friendly Close to 2 underground stations Very quiet in hotel room we stayed in a room over the courtyard ,positive
3235,Apex Temple Court Hotel, An extremely good hotel lovely room and very nice and helpful staff The best room we have stayed in at a London hotel ,positive
3236,Apex Temple Court Hotel, Staff,positive
3237,Apex Temple Court Hotel, We love the Apex it is classy clean and convenient ,positive
3238,Apex Temple Court Hotel, Refund charging policy a disappointment Won t be booking with this hotel again,negative
3239,Apex Temple Court Hotel, It was comfortable,positive
3240,Apex Temple Court Hotel, Location as there wasn t much around ,negative
3241,Apex Temple Court Hotel, Excellent location nice balcony Great bathroom with bath and shower ,positive
3242,Apex Temple Court Hotel, Very expensive but that is true of most London hotels ,negative
3243,Apex Temple Court Hotel, Staff very very friendly,positive
3244,Apex Temple Court Hotel, Room 504 fabulous,positive
3245,Apex Temple Court Hotel, first class bed,positive
3246,Apex Temple Court Hotel, Beds were fantastic rooms spacious location set back from street,positive
3247,Apex Temple Court Hotel, Lighting in lounge area too subdued to allow reading,negative
3248,Apex Temple Court Hotel, Nice and accurate Service Team,positive
3249,Apex Temple Court Hotel, Great location very good staff Full Sky Sports package ,positive
3250,Apex Temple Court Hotel, Great location lovely rooms,positive
3251,Apex Temple Court Hotel, Rooms are very comfortable great facilities and accommodating staff I would not hesitate to stay here again ,positive
3252,Apex Temple Court Hotel, The location was great with a good view of London ,positive
3253,Apex Temple Court Hotel, I found nothing bad with this hotel as everything was as expected ,negative
3254,Apex Temple Court Hotel, Great room Received free upgrade,positive
3255,Apex Temple Court Hotel, Plenty of freebies Spacious light clean room Superb location for exploring central London,positive
3256,Apex Temple Court Hotel, Stylish decor great staff Super food ,positive
3257,Apex Temple Court Hotel, A little pricey as room wasn t that big ,negative
3258,Apex Temple Court Hotel, Fantastic hotel,positive
3259,Apex Temple Court Hotel, Couldn t fault it,negative
3260,Apex Temple Court Hotel, The professionalism of all staff and the location The room was very quiet ,positive
3261,Apex Temple Court Hotel, Everything was the best ,positive
3262,Apex Temple Court Hotel, Absolutely nothing ,negative
3263,Apex Temple Court Hotel, Everything,positive
3264,Apex Temple Court Hotel, Excellent hotel Lovely and strategic location nicely decorated and has the facilities one could ask for Staff are extremely helpful and attentive ,positive
3265,Apex Temple Court Hotel, Very helpful staff Early check in Quiet room Quiet air con,positive
3266,Apex Temple Court Hotel, The bed was lovely and comfy ,positive
3267,Apex Temple Court Hotel, Really modern room and bathroom had a choice of either bath or seperate shower,positive
3268,Apex Temple Court Hotel, Very nice staff ,positive
3269,Apex Temple Court Hotel, There was always a long walk for restaurants shops Covent Garden area The hotel restaurant had no nice atmosphere ,negative
3270,Apex Temple Court Hotel, Great location Rooms were nice and quiet Staff were friendly and couldn t have done any more to make me happy ,positive
3271,Apex Temple Court Hotel, Friendly staff great location quiet area in busy London,positive
3272,Apex Temple Court Hotel, Nothing to dislike,negative
3273,Apex Temple Court Hotel, Price decor comfort location to office clean,positive
3274,Apex Temple Court Hotel, They upgraded me free of charge to a better room as it was our first anniversary Also provided us free chocolate as a present Little touches ,positive
3275,Apex Temple Court Hotel, Stayed one night in this lovely boutique type hotel Loved it Friendly staff and lovely surroundings ,positive
3276,Apex Temple Court Hotel, location and hotel amentities,positive
3277,Apex Temple Court Hotel, n a,negative
3278,Apex Temple Court Hotel, New hotel high standards great service,positive
3279,Apex Temple Court Hotel, Location It s close enough to the train station but it s not a central one ,negative
3280,Apex Temple Court Hotel, Location rooms are clean friendly staff ,positive
3281,Apex Temple Court Hotel, Room are a bit small,negative
3282,Apex Temple Court Hotel, No Fox News,negative
3283,Apex Temple Court Hotel, Awesome hotel direct on my preferred list of London hotels to stay at ,positive
3284,Apex Temple Court Hotel, perfect location for the west end or city,positive
3285,Apex Temple Court Hotel, it rained on sunday ,negative
3286,Apex Temple Court Hotel, Relaxed atmosphere Clean Good location Volunteered to store luggage for the day,positive
3287,Apex Temple Court Hotel, Prices at the bar ,negative
3288,Apex Temple Court Hotel, lovely quiet setting nice breakfast good service great gym,positive
3289,Apex Temple Court Hotel, poor wifi quality and if I m being really picky noisy airconditioning ,negative
3290,Apex Temple Court Hotel, Location was great Staff were lovely made us feel welcome Hotel was clean View of london eye was lovely great anniversary weekend ,positive
3291,Apex Temple Court Hotel, restaurant table arrangement cramped,negative
3292,Apex Temple Court Hotel, Decor and furnishing Staff friendliness and helpfulness Location,positive
3293,Apex Temple Court Hotel, Nothing was any trouble for the staff they all were helpful pleasant and couldn t be nicer,positive
3294,Apex Temple Court Hotel, Nothing,negative
3295,Apex Temple Court Hotel, Staff were very friendly efficient and attentive,positive
3296,Apex Temple Court Hotel, No view from room,negative
3297,Apex Temple Court Hotel, The professionalism of the staff attentative but not too overbearing ,positive
3298,Apex Temple Court Hotel, Nothng to fault ,negative
3299,Apex Temple Court Hotel, location,positive
3300,Apex Temple Court Hotel, the right elevator is in the need of maintenance,negative
3301,Apex Temple Court Hotel, Everything from location to comfort Staff very friendly ,positive
3302,Apex Temple Court Hotel, Nothing,negative
3303,Apex Temple Court Hotel, Comfortable room Great location Quiet ,positive
3304,Apex Temple Court Hotel, Fantastic room Helpful friendly staff Can t fault,positive
3305,Apex Temple Court Hotel, nothing Everything was great,negative
3306,Apex Temple Court Hotel, Very modern clean hotel Staff can t do enough for you Good selection for breakfast Will be staying again ,positive
3307,Apex Temple Court Hotel, Nothing bad to report ,negative
3308,Apex Temple Court Hotel, The location the staff were excellent The hotel was very clean and comfortable ,positive
3309,Apex Temple Court Hotel, Excellent location for west end shows,positive
3310,Apex Temple Court Hotel, Nothing,negative
3311,Apex Temple Court Hotel, Location excellent Clean hotel,positive
3312,Apex Temple Court Hotel, All great,negative
3313,Apex Temple Court Hotel, Good location,positive
3314,Apex Temple Court Hotel, Very helpful staff willing to go out of their way to make your stay enjoyable and carefree ,positive
3315,Apex Temple Court Hotel, Very comfortable room and shower facilities,positive
3316,Apex Temple Court Hotel, Nothing not liked,negative
3317,Apex Temple Court Hotel, Decor really nice staff really helpful Room lovely and clean ,positive
3318,Apex Temple Court Hotel, Slightly expensive as paid 187 with no breakfast included ,negative
3319,Apex Temple Court Hotel, Great Location very central to main London sites staff very friendly Spacious room ,positive
3320,Apex Temple Court Hotel, Rented junior suite Bedroom area had no windows,negative
3321,Apex Temple Court Hotel, Peaceful location within walking distance of theatres and restaurants High standard of accommodation and very efficient staff ,positive
3322,The Park Grand London Paddington, The size of the room,positive
3323,The Park Grand London Paddington, The first night we were given an extremely small room with the bathroom door broken Next morning when we made a complaint they gave us a perfect room ,negative
3324,The Park Grand London Paddington, Nothing special,positive
3325,The Park Grand London Paddington, They stolen 800 from my money from the safe box at my room I couldn t report to police because shortage of time to reach my flight back They can watch the cameras and identify easily the staff who entered my room and return back my money ,negative
3326,The Park Grand London Paddington, The front desk and entrance was very nice and the staff were helpful ,positive
3327,The Park Grand London Paddington, The room was appalling I had originally requested a room with a balcony as a special request and I understand that may not always be possible In saying that they gave me a room in the basement Supposedly it was a bonus gift from them as it was a bigger room to what I had originally booked Which made me think how small could my room have been if this so called bigger room was this small There was a window with three magnificent view of the buildings pipe work There was a constant noise out the window from a machine of some sort There was not much room to hang clothes or put things away There was a tiny built in wardrobe which could barely fit a handful of tops but the room was for 2 I will not be staying here again ,negative
3328,The Park Grand London Paddington, they transfer me to The Park Grand London Kensington due to maintance work at The Park Grand London Paddington they offer me a free ride to Kensington a soft drink while im i watting the taxi and includ the breakfast in my stay which that im not applied for it Park Grand London Kensington newer and bigger than Park Grand London Paddington Underground station 3 mins walk People at reception and generally everyone I interacted with was super friendly and helpful which makes a difference the handy phone that comes with the room The bathroom is clean with all required supplies There is a microwave and small separate room for cloths and iron ,positive
3329,The Park Grand London Paddington, The change of hotel story it repeated with every gusts so I have reviewed some of gust comments before and I faced the same If you booked a room for three adult which is queen bed and sofa beds you will stay in the basement which I will not recommend So the only room fit 3 adult is in the basement otherwise they move you up in room with extra bed for non adult The room pic dose not match the reality ,negative
3330,The Park Grand London Paddington, This is my second time staying at this Hotel The first time I was on business This time it was for mini holiday The bed is very comfortable The room and bathroom very clean and spacious The location is very convenient Very good selection at breakfast ,positive
3331,The Park Grand London Paddington, Very handy location to Paddington Station and Heathrow Express and in the pretty Paddington area This hotel is clean and comfortable if a little dated The staff are wonderful thank you And the English breakfast was excellent Not a fancy and extensive breakfast buffet but a tasty and well cooked meal Equally food on the room service menu was tasty and fresh Good Indian and European cuisine ,positive
3332,The Park Grand London Paddington, Our room seemed hidden away in the bowels of the hotel It did have a large frosted window but when examined it clearly looked out on to a manky neglected ourdoor light shaft ,negative
3333,The Park Grand London Paddington, The room was small but we knew that before arrival I just didn t think that paying an extra 40 for a room that I wasn t going to spend much time in warranted it The wardrobe didn t mark sense as it was so thin you couldn t actually hang anything in it The hairdryer was in the wardrobe and the mirror on the back of the door that didn t open wide enough to look in to blow dry your hair Parking was a nightmare as you have to park 10 minutes away and trudge back with your luggage This wasn t mentioned before booking I wish the hotel would have had a link to booking which is under Waitrose and was 40 for two night The price wasn t that bad it was just the nightmare of walking back and forth with luggage The location was good close to Paddington and Lancaster Gate we walked to oxford street as it was so close and the weather was fab ,positive
3334,The Park Grand London Paddington, Noisy air con ,negative
3335,The Park Grand London Paddington, The free breakfast every morning that came with the stay The staff in the restaurant were wonderful ,positive
3336,The Park Grand London Paddington, Our first room had water leaking from the ceiling room above dripping down into our room We had to change rooms and the staff refused to give a monetary refund discount for the inconvenience I asked to speak with the manager about my disatisfaction and for 7 days was put off Additionally the ac was very loud did not work well and I was always hot The junior suite was too small for 3 people The sheets were not changed for 7 days Choose a different hotel ,negative
3337,The Park Grand London Paddington, Hyde Park and public transport are in close proximity we used Bayswater station everyday Staff is really helpful supported us in printing boarding passes The pub across the street is great The room is small but probably good for value because of price and location ,positive
3338,The Park Grand London Paddington, Our rooms were in underground floor it s nothing specifically bad but was not mentioned during booking Unstable wi fi signal in the room but still working The worst part is tiny bathroom It combines toilet and shower on a very small patch and if you are not alone after one person takes a shower everything around like floor toilet is absolutely wet ,negative
3339,The Park Grand London Paddington, The drinks at the bar were very reasonably priced,positive
3340,The Park Grand London Paddington, Very small rooms Bed was uncomfortable Shower flooded the bathroom No bath Carpet and mattress were stained Expensive compared to other hotels we could have booked in the area that would have offered the same standard ,negative
3341,The Park Grand London Paddington, Great transport system nearby especially from the airport LHR Customer service is excellent,positive
3342,The Park Grand London Paddington, The photos of the compact room do it show how small it really is This room will only just have enough room for you luggage ,negative
3343,The Park Grand London Paddington, Location shower,positive
3344,The Park Grand London Paddington, It s very close to another hotel with almost the same name so we went to the wrong one first not really their fault Checking in was very chaotic it was very busy Some people had been double booked Also when we went to check in at 2 15pm one of the rooms wasn t ready as they had a late check out which I didn t think was a very good excuse The hotel was OK but it was expensive for what you got it s the location you re paying for ,negative
3345,The Park Grand London Paddington, Good Aircon Comfy bed Brilliant shower,positive
3346,The Park Grand London Paddington, Run down needs new furniture and painting Not clean enough and when cleaner comes with just polish and a rag then you know it s not being cleaned good enough ,negative
3347,The Park Grand London Paddington, Good shower and toiletries Air conditioning Big window and pleasant outlook Towels and sheets clean and good quality Apples available at reception Iron available from reception desk ,positive
3348,The Park Grand London Paddington, More tea bags and milk for making your own drinks would be good ,negative
3349,The Park Grand London Paddington, Good location Staff was good ,positive
3350,The Park Grand London Paddington, Rooms were not very well maintained Not clean at all To be honest we were expecting better in the money we spent I will never stay in this hotel again ,negative
3351,The Park Grand London Paddington, location not too bad access to tube and rail confusing with another hotel in group within close proximity went to book into wrong hotel interior bit tired and then we were in the room at the top of the building so bit dark Bathroom facilities strange with wet room set up but not ideal with curtain and door so close ,positive
3352,The Park Grand London Paddington, The space is good for a family of 4 The bathroom is clean with all required supplies There is a microwave and small separate room for cloths and iron ,positive
3353,The Park Grand London Paddington, The hotel location is excellent It is super close to the Paddington train and tube stations It is near to places to eat food stores and pharmacy You walk three streets south and you are next to the Hyde Park Kensington Gardens gate I had breakfast at their restaurant two days in a row and the food was good and a good selection of items My room did not have an iron and ironing board in it but it was made available by the staff right away ,positive
3354,The Park Grand London Paddington, The A C control in the room did not work We notified the issue the day we checked in but it was never fixed We needed to call the counter for them to change the room temperature The furnishings in the lobby need attention they look old and beat ,negative
3355,The Park Grand London Paddington, Very friendly helpful staff Room was cleaned well Beautiful building in a quiet area of Paddington with good facilities nearby,positive
3356,The Park Grand London Paddington, Room was extremely small with very strange walk in wardrobe space I feel the layout of the room and the dark wood did not help Not good if you are claustrophobic Also as we were in an internal room we were unable to open the windows Bathroom tiny but adequate with a fantastic shower Anyone of a larger build would struggle to move around in there I would suggest a taxi from the station or underground if you have any luggage as its approx a 7 10 minute walk and there are a few junctions to negotiate ,negative
3357,The Park Grand London Paddington, The room was very modern and clean Staff were also very friendly and made our stay extra special ,positive
3358,The Park Grand London Paddington, We couldn t see out of our window there wasn t much of a view ,negative
3359,The Park Grand London Paddington, Convenient location very clean and modern good coffee helpful staff,positive
3360,The Park Grand London Paddington, Wifi is slow as it seems to be in most London hotels breakfast is buffet no a la carte available,negative
3361,The Park Grand London Paddington, The location was perfect,positive
3362,The Park Grand London Paddington, The room was very small and at the back of the hotel off the main corridor we checked in late in the evening and I felt we got the small room at the back cause we were late arriving ,negative
3363,The Park Grand London Paddington, I expected a budget room to be small but this really was v small cramped Not enough space for suitcase shower area adequate Hidden wardrobe drop down desk useful Bed however very comfortable indeed Staff exceptionally helpful which made up for the minute sized room ,positive
3364,The Park Grand London Paddington, Tiny rooms v small shower cramped space for suitcase,negative
3365,The Park Grand London Paddington, Rooms way to small bathrooms also small ,positive
3366,The Park Grand London Paddington, More space Just my wife and I packed in room On website rooms appeared much more spacious Staff was nice but very difficult to communicate with ,negative
3367,The Park Grand London Paddington, Quiet pleasant location a few minutes walk from Paddington station Good sized room and bathroom ,positive
3368,The Park Grand London Paddington, Tricky to find as there are two similar named hotels in same area ,negative
3369,The Park Grand London Paddington, The restaurant is quite cramped and seemed to be a bit chaotic at breakfast I waited a long time for my pot of tea Then when I asked when it was coming I was given someone else s pot of tea whom had also been waiting for a long time ,negative
3370,The Park Grand London Paddington, A great hotel in a beautiful old terrace building We had a club room which was modern and spacious with large windows Bed was amazingly comfortable Walking distance to Paddngton Station and Heathrow Express ,positive
3371,The Park Grand London Paddington, Underfloor heating in bathroom was on even though there was a heat wave ,negative
3372,The Park Grand London Paddington, Very helpful and accomodating staff Lovely to have a valet to carry my bag to and from my room and get me a cab The concierge desk was very helpful Was given free breakfast each day after having to be moved to their sister hotel just a short distance down the street due to a broken boiler in my booked hotel ,positive
3373,The Park Grand London Paddington, The mattress was a little crunchy ,negative
3374,The Park Grand London Paddington, Short walk from Kensington Gardens and Paddington Station Lots of coffee shops and restaurants in the vicinity Helpful friendly staff at reception Especially the lady from Armenia Was first put into a small rooftop room but then given a bigger room on lower floor with huge ceilings ,positive
3375,The Park Grand London Paddington, Rooms are a bit small with not much space to store clothes But the beds are big ,negative
3376,The Park Grand London Paddington, This is a noisy overpriced hotel When I arrived they put me in a ground floor room next to the road really right next to it When I tried to go to sleep all I could hear were people outside and the television upstairs I requested a move and was given a new room Some where in the room was a boiler unit in the wall that would turn on every now and then and sound like a small jet engine In the morning I could here the person above me taking a shower and flushing the toilet ,negative
3377,The Park Grand London Paddington, Good location within 10 minutes walk of Paddington Quiet location with great facilities and pleasant staff Easy access to travel points and only 5 minutes from Kensington Gardens ,positive
3378,The Park Grand London Paddington, Although it wasn t an issue for me as it wasn t vital there was no instruction to operate the TV and the provided Handy device ,negative
3379,The Park Grand London Paddington, I booked a triple room The room is quiet large and has a balcony The location is really nice Near the paddinton station just about 5 minutes walk and hyde park The staff are very very friendly and they will try to meet all your need I order two room services and the food is really delicious breakfast is also very nice I will definitely choose this hotel again when I go to London next time ,positive
3380,The Park Grand London Paddington, The friendliness of the staff was exceptional They wanted our visit to be the best and my daughter who was 6 months pregnant received special treatment Breakfast was very good ,positive
3381,The Park Grand London Paddington, Nothing A nice hotel in a very convenient area with excellent staff ,negative
3382,The Park Grand London Paddington, The bed is super comfortable I could close the curtains and make it very dark make tea in the morning in teapot there And of course it is very clean ,positive
3383,The Park Grand London Paddington, Very tiny space no room to walk at all Shower is super small I am tiny myself but I didn t have room to turn around ,negative
3384,The Park Grand London Paddington, A compact but well furnished room with a very comfortable bed good lights and an excellent shower ,positive
3385,The Park Grand London Paddington, The loo hadn t been cleaned and had been well used ,negative
3386,The Park Grand London Paddington, A nice hotel in a very convenient location Very clean People at reception and generally everyone I interacted with was super friendly and helpful which makes a difference I also appreciated the welcome plate of fruits as well as the handy phone that comes with the room Very convenient especially when your own phone is behaving weird in other countries All this made up for the price which I initally thought a bit too much and I still booked an offer that was supposed to be largely discounted 120 a night for a compact room If I paid the full amount I would think it is overpriced but I guess that s London in the summer ,positive
3387,The Park Grand London Paddington, The room was a bit small but still very good for London standards I was at first disappointed that there was no proper shower it was the floor of the toilet bathroom which you don t expect from such a hotel but in the end it was ok and the water had good pressure ,negative
3388,The Park Grand London Paddington, The club room is comfortable for 2 Clean and bright The room seems to be newly furbished The toilet is spacious too ,positive
3389,The Park Grand London Paddington, The design of the toilet bath area will get the whole floor to be wet Would be better if there is a segregation The tap of the basin seems to be old and it was very tight ,negative
3390,The Park Grand London Paddington, OMG What a tiny tiny room You could not walk around the bed without walking sideways No room for anything No barfridge Appalling really when they tout themselves as being boutique ,positive
3391,The Park Grand London Paddington, Room was advertised as twin bed but was only 1 bed Not very appropriate as I was travelling with my mother 75yrs and had to share it No reception for my phone in the room,negative
3392,The Park Grand London Paddington, The staff were friendly and polite The location was ideal for commuting in and out of the centre of London easily There were ample places to go for a meal within walking distance ,positive
3393,The Park Grand London Paddington, N A,negative
3394,The Park Grand London Paddington, the hotel was close to the underground and some nice resturants,positive
